k;id;type;s_count;i_count;charge_count;length;avg_in_bat;avg_out_bat;total_energy;demand_energy;grid_cost;total_cost;ework
66;50283;S;0;73469;73469;2963.16;91.192;163.988;5.50466e+06;5.25566e+06;1;29.7981;1.13522e+08
67;40938;S;0;83893;83893;2020.64;28.1384;101.43;6.29115e+06;5.16795e+06;1;29.3175;1.11628e+08
68;34941;S;0;112810;112810;3977.68;207.684;252.002;5.23701e+06;5.15057e+06;1;29.2223;1.11252e+08
69;1058;S;0;222114;222114;3869.19;115.72;185.146;1.61881e+07;5.11383e+06;1;29.021;1.10459e+08
70;5456;S;0;86392;86392;4616.43;143.921;207.069;5.76613e+06;5.04492e+06;1;28.6434;1.0897e+08
71;33034;S;0;80280;80280;4292.57;108.129;176.689;5.85327e+06;4.94977e+06;1;28.122;1.06915e+08
72;24129;S;0;96950;96950;4259.91;140.393;201.016;6.29122e+06;4.92862e+06;1;28.0061;1.06458e+08
73;83;S;56923;0;56923;3314.03;0;147.377;8.53845e+06;4.90156e+06;1;27.8579;1.05874e+08
74;15354;S;0;87008;87008;3810.31;205.172;276.926;6.5256e+06;4.84289e+06;1;27.5364;1.04607e+08
75;42933;S;0;98273;98273;1277.66;110.467;179.263;6.81741e+06;4.75669e+06;1;27.064;1.02744e+08
76;18193;S;0;125017;125017;4707.67;157.565;221.255;8.56379e+06;4.66877e+06;1;26.5823;1.00845e+08
77;44750;S;0;129525;129525;4547.84;116.776;182.477;8.8803e+06;4.62021e+06;1;26.3162;9.97965e+07
78;41882;S;0;129850;129850;3347.89;158.613;225.753;9.09378e+06;4.57916e+06;1;26.0913;9.89099e+07
79;48552;S;0;106170;106170;4677.87;164.702;227.386;6.95513e+06;4.51217e+06;1;25.7242;9.74629e+07
80;33608;S;0;205816;205816;2419.01;223.024;277.443;1.15717e+07;4.46916e+06;1;25.4886;9.65339e+07
81;55628;S;0;87683;87683;4532.6;142.026;200.696;5.51398e+06;4.45797e+06;1;25.4272;9.62921e+07
82;31202;S;0;178262;178262;3920.46;186.032;242.416;1.05457e+07;4.39209e+06;1;25.0662;9.48691e+07
83;18803;S;0;99093;99093;3630.78;149.139;210.104;6.2927e+06;4.35624e+06;1;24.8698;9.40949e+07
84;52140;S;0;128592;128592;4214.25;140.733;194.908;7.57097e+06;3.99642e+06;1;22.8982;8.63227e+07
85;19373;S;0;85755;85755;3396.36;98.5617;169.631;6.08407e+06;3.93412e+06;1;22.5568;8.4977e+07
86;44324;S;0;139079;139079;2596.25;109.459;178.212;9.92306e+06;3.92293e+06;1;22.4955;8.47354e+07
87;15636;S;0;143738;143738;4547.84;122.449;184.632;9.47936e+06;3.89625e+06;1;22.3493;8.41591e+07
88;22582;S;0;143588;143588;4986.71;160.831;218.387;9.07699e+06;3.8687e+06;1;22.1984;8.35639e+07
89;3626;S;0;88133;88133;3161.02;155.985;222.438;6.09512e+06;3.85974e+06;1;22.1493;8.33704e+07
90;43203;S;0;82567;82567;3029.29;118.827;186.778;5.90848e+06;3.82617e+06;1;21.9653;8.26453e+07
91;35901;S;0;74051;74051;1658.38;102.061;166.064;4.81347e+06;3.80722e+06;1;21.8615;8.2236e+07
92;34888;S;0;76124;76124;5000;127.692;196.614;5.61301e+06;3.80218e+06;1;21.8339;8.21271e+07
93;47852;S;0;65380;65380;2353.45;155.488;220.881;4.41102e+06;3.7379e+06;1;21.4817;8.07387e+07
94;6882;S;0;93503;93503;4190.87;85.1473;155.842;6.96545e+06;3.7366e+06;1;21.4745;8.07107e+07
95;12816;S;0;150176;150176;5000;178.143;236.339;9.13823e+06;3.7276e+06;1;21.4252;8.05163e+07
96;9342;S;0;75760;75760;2748.4;0;72.4249;5.682e+06;3.70516e+06;1;21.3022;8.00314e+07
97;3017;S;0;152716;152716;5000;234.647;270.556;5.96251e+06;3.70247e+06;1;21.2875;7.99734e+07
98;47120;S;0;69515;69515;4349.29;125.594;186.818;4.51535e+06;3.66682e+06;1;21.0922;7.92034e+07
99;27179;S;0;71588;71588;2719.54;162.243;227.555;4.83439e+06;3.6164e+06;1;20.8159;7.81143e+07
100;51700;S;0;154382;154382;4986.71;219.451;262.788;7.16502e+06;3.59312e+06;1;20.6883;7.76114e+07
101;111;S;39742;0;39742;3532.78;0;149.143;5.9613e+06;3.56263e+06;1;20.5213;7.69529e+07
102;14122;S;0;98747;98747;3691.77;171.739;238.241;6.81048e+06;3.54095e+06;1;20.4025;7.64846e+07
103;48495;S;0;88090;88090;3396.36;149.732;212.043;5.95905e+06;3.46411e+06;1;19.9814;7.48248e+07
104;292;S;26741;0;26741;5000;0;150.629;4.01115e+06;3.39788e+06;1;19.6185;7.33942e+07
105;32777;S;0;79857;79857;2466.62;120.124;192.595;5.91099e+06;3.3924e+06;1;19.5885;7.32758e+07
106;275;S;0;50909;50909;1505.2;0;77.0001;3.81818e+06;3.38688e+06;1;19.5583;7.31567e+07
107;36151;S;0;70703;70703;1585.66;118.821;188.223;4.94623e+06;3.37823e+06;1;19.5108;7.29697e+07
108;136;S;52070;0;52070;3341.27;0;147.682;7.8105e+06;3.343e+06;1;19.3178;7.22088e+07
109;1276;S;0;637190;637190;570.894;4.28275;78.9211;4.77892e+07;6.59598e+06;2;38.1423;1.42473e+08
110;69;S;96977;0;96977;2410.81;0;148.691;1.45466e+07;3.29472e+06;1;19.0533;7.1166e+07
111;18016;S;0;61545;61545;3310.97;141.684;200.006;3.79849e+06;3.28201e+06;1;18.9836;7.08915e+07
112;53;S;33315;0;33315;3470.01;0;147.924;4.99725e+06;3.20509e+06;1;18.5621;6.92299e+07
113;34761;S;0;90293;90293;4111.67;112.631;178.842;6.45531e+06;3.18394e+06;1;18.4462;6.87731e+07
114;248;S;45023;0;45023;3396.48;0;148.259;6.75345e+06;3.10674e+06;1;18.0232;6.71055e+07
115;13841;S;0;125592;125592;3572.62;184.743;243.467;8.24615e+06;3.0604e+06;1;17.7693;6.61046e+07
116;35232;S;0;55459;55459;3482.13;138.508;202.885;3.67666e+06;3.05022e+06;1;17.7136;6.58849e+07
117;6385;S;0;38230;38230;5000;71.2956;142.389;2.83e+06;3.04612e+06;1;17.6911;6.57962e+07
118;5429;S;0;81446;81446;4516.66;93.8793;161.573;5.88633e+06;3.02707e+06;1;17.5867;6.53847e+07
119;36951;S;0;49619;49619;4318.1;52.3771;122.82;3.64243e+06;3.02261e+06;1;17.5622;6.52883e+07
120;21283;S;0;63337;63337;4983.45;185.212;237.289;3.53845e+06;3.00374e+06;1;17.4589;6.48809e+07
121;22665;S;0;59768;59768;2488.38;39.3538;113.104;4.45076e+06;2.99183e+06;1;17.3936;6.46235e+07
122;141;S;78362;0;78362;1749.43;0;149.412;1.17543e+07;2.97867e+06;1;17.3215;6.43394e+07
123;50435;S;0;48622;48622;4122.74;85.7557;155.864;3.644e+06;2.96158e+06;1;17.2279;6.39702e+07
124;24139;S;0;96950;96950;4196.84;201.016;251.786;5.35686e+06;2.95904e+06;1;17.2139;6.39152e+07
125;57458;S;0;38229;38229;3276.66;98.1974;171.356;2.86718e+06;2.94464e+06;1;17.135;6.36042e+07
126;20744;S;0;50491;50491;2055.54;56.0112;127.011;3.68967e+06;2.86792e+06;1;16.7146;6.19471e+07
127;52286;S;0;96585;96585;4747.63;178.217;230.578;5.83892e+06;2.85012e+06;1;16.6171;6.15626e+07
128;35990;S;0;104537;104537;957.807;200.462;242.915;4.44835e+06;2.81964e+06;1;16.4501;6.09043e+07
129;49;S;28301;0;28301;5000;0;145.167;4.24515e+06;2.79683e+06;1;16.3251;6.04115e+07
130;45883;S;0;70269;70269;1435.07;79.1084;149.415;5.03856e+06;2.7881e+06;1;16.2773;6.0223e+07
131;43156;S;0;154437;154437;4847.94;185.162;246.756;9.6184e+06;2.78555e+06;1;16.2633;6.01679e+07
132;26528;S;0;62120;62120;2985.76;210.426;257.569;3.13059e+06;2.7776e+06;1;16.2197;5.99961e+07
133;23148;S;0;92881;92881;4279.02;165.792;222.248;5.50475e+06;2.68951e+06;1;15.7371;5.80935e+07
134;6820;S;0;55949;55949;5000;83.9829;151.185;4.00556e+06;2.67765e+06;1;15.6721;5.78373e+07
135;35345;S;0;86021;86021;1460.25;159.073;216.022;4.94803e+06;2.67422e+06;1;15.6533;5.77631e+07
136;26533;S;0;29246;29246;4720.38;67.5239;138.837;2.19345e+06;2.66836e+06;1;15.6212;5.76367e+07
137;98;S;63582;0;63582;2723.31;0;146.585;9.5373e+06;5.12256e+06;2;30.0688;1.10647e+08
138;7875;S;0;39829;39829;4041.45;50.1991;121.759;2.98718e+06;2.53696e+06;1;14.9012;5.47984e+07
139;12127;S;0;152305;152305;5000;114.98;187.132;1.14226e+07;2.49565e+06;1;14.6748;5.39061e+07
140;86;S;37028;0;37028;3287.83;0;147.495;5.5542e+06;2.49502e+06;1;14.6713;5.38924e+07
141;23212;S;0;148031;148031;2182.96;216.785;263.231;7.15761e+06;2.4859e+06;1;14.6213;5.36953e+07
142;36817;S;0;65797;65797;2787.16;79.5204;137.948;3.93408e+06;2.46683e+06;1;14.5169;5.32835e+07
143;94;S;33252;0;33252;2980.74;0;147.335;4.9878e+06;2.46624e+06;1;14.5136;5.32707e+07
144;238;S;30439;0;30439;4099.28;0;146;4.56585e+06;2.42747e+06;1;14.3012;5.24334e+07
145;13812;S;0;94962;94962;2415.48;112.554;184.516;7.01015e+06;2.42675e+06;1;14.2973;5.24178e+07
146;23785;S;0;40396;40396;4941.62;122.77;186.897;2.90807e+06;2.41849e+06;1;14.252;5.22395e+07
147;276;S;71174;0;71174;5000;0;153.648;1.06761e+07;4.83448e+06;2;28.4903;1.04425e+08
148;212;S;0;55644;55644;3830.18;0;73.982;4.1733e+06;2.37644e+06;1;14.0216;5.13311e+07
149;156;S;40554;0;40554;5000;0;146.116;6.0831e+06;2.36914e+06;1;13.9816;5.11734e+07
150;2254;S;0;111900;111900;3842.28;195.626;254.171;6.92756e+06;2.35068e+06;1;13.8805;5.07747e+07
151;17479;S;0;74445;74445;4674.06;137.081;207.655;5.55295e+06;2.32424e+06;1;13.7356;5.02036e+07
152;21179;S;0;65152;65152;1641.21;119.933;188.483;4.59171e+06;2.32099e+06;1;13.7178;5.01335e+07
153;244;S;87474;0;87474;4327.26;0;147.534;1.31211e+07;4.6123e+06;2;27.2729;9.96256e+07
154;23975;S;0;101982;101982;4959.05;157.163;215.946;6.39269e+06;2.26513e+06;1;13.4117;4.89267e+07
155;267;S;32680;0;32680;4026.18;0;147.952;4.902e+06;2.26479e+06;1;13.4098;4.89194e+07
156;88;S;28339;0;28339;2794.75;0;148.582;4.25085e+06;2.24116e+06;1;13.2803;4.84091e+07
157;15353;S;0;87008;87008;5000;137.87;205.172;6.5256e+06;2.20867e+06;1;13.1023;4.77074e+07
158;6135;S;0;59704;59704;4982.66;75.9586;146.363;4.4778e+06;2.20544e+06;1;13.0846;4.76376e+07
159;30688;S;0;520624;520624;3055.31;143.794;200.766;3.07021e+07;2.20097e+06;1;13.0601;4.7541e+07
160;57644;S;0;48076;48076;4910.52;187.48;252.186;3.20383e+06;2.19815e+06;1;13.0447;4.748e+07
161;73;S;28605;0;28605;5000;0;146.37;4.29075e+06;2.18196e+06;1;12.9559;4.71303e+07
162;45593;S;0;77540;77540;3340.91;145.061;210.417;5.31481e+06;2.15033e+06;1;12.7826;4.64471e+07
163;47505;S;0;36399;36399;4158.52;59.7163;132.376;2.72418e+06;2.13362e+06;1;12.6911;4.60862e+07
164;5571;S;0;84398;84398;4111.67;182.624;240.907;5.1077e+06;2.12367e+06;1;12.6366;4.58713e+07
165;3422;S;0;64867;64867;2606.09;191.11;249.903;3.96127e+06;2.06975e+06;1;12.3411;4.47066e+07
166;258;S;93628;0;93628;3894.01;0;147.098;1.40442e+07;4.10007e+06;2;24.4661;8.85615e+07
167;7233;S;0;52163;52163;2106.78;31.2095;102.754;3.89375e+06;2.03349e+06;1;12.1424;4.39233e+07
168;36881;S;0;50160;50160;3155.51;22.0303;96.1941;3.762e+06;2.03249e+06;1;12.1369;4.39017e+07
169;51839;S;0;31760;31760;4843.89;103.87;170.718;2.32655e+06;2.02792e+06;1;12.1119;4.38031e+07
170;45056;S;0;89708;89708;5000;145.046;209.173;6.09878e+06;2.0254e+06;1;12.0981;4.37487e+07
171;7488;S;0;25752;25752;4071.89;0;70.9272;1.9314e+06;2.00901e+06;1;12.0083;4.33945e+07
172;21316;S;0;46713;46713;4122.74;107.76;176.517;3.288e+06;2.0036e+06;1;11.9787;4.32778e+07
173;42152;S;0;116530;116530;2637.45;203.007;261.457;7.07634e+06;1.97008e+06;1;11.7949;4.25536e+07
174;48705;S;0;51443;51443;3208.04;136.978;205.145;3.61942e+06;1.96722e+06;1;11.7793;4.24919e+07
175;36712;S;0;42183;42183;3327.07;106.587;176.057;3.07103e+06;1.95909e+06;1;11.7347;4.23162e+07
176;213;S;32927;0;32927;2786.04;0;147.79;4.93905e+06;1.94827e+06;1;11.6755;4.20827e+07
177;38764;S;0;126861;126861;3435.07;123.273;196.476;9.51458e+06;1.93926e+06;1;11.6261;4.1888e+07
178;49803;S;0;28207;28207;4694.78;158.639;218.184;1.80503e+06;1.92637e+06;1;11.5555;4.16096e+07
179;15611;S;0;66455;66455;4115.79;111.066;180.585;4.81714e+06;1.89765e+06;1;11.3981;4.09892e+07
180;31354;S;0;135644;135644;4027.06;177.4;232.2;7.74152e+06;1.89042e+06;1;11.3585;4.08331e+07
181;53835;S;0;26031;26031;5000;1.52499;74.3233;1.95232e+06;1.88142e+06;1;11.3092;4.06387e+07
182;24001;S;0;98853;98853;2605.65;159.81;220.007;6.25067e+06;1.87811e+06;1;11.291;4.05672e+07
183;48251;S;0;64433;64433;4361.63;148.5;207.027;3.88682e+06;1.85584e+06;1;11.169;4.00862e+07
184;47580;S;0;147044;147044;988.537;224.846;266.623;6.23199e+06;1.85045e+06;1;11.1395;3.99698e+07
185;12460;S;0;48271;48271;4595.91;94.7907;160.416;3.4368e+06;1.8435e+06;1;11.1013;3.98195e+07
186;3685;S;0;33040;33040;4746.67;122.74;191.363;2.41172e+06;1.83261e+06;1;11.0417;3.95844e+07
187;6692;S;0;65334;65334;2257.5;15.6377;89.4364;4.90005e+06;1.8207e+06;1;10.9764;3.93271e+07
188;25535;S;0;74503;74503;4560.55;226.01;265.624;3.44734e+06;1.79192e+06;1;10.8188;3.87056e+07
189;33269;S;0;34713;34713;4635.41;78.6655;146.55;2.55254e+06;1.78299e+06;1;10.7698;3.85125e+07
190;34531;S;0;104784;104784;4182.02;183.677;234.256;5.49954e+06;1.77961e+06;1;10.7513;3.84396e+07
191;49962;S;0;43383;43383;4952.5;66.7595;139.663;3.25372e+06;1.77749e+06;1;10.7397;3.83939e+07
192;46836;S;0;29430;29430;4326.66;93.2454;161.455;2.12091e+06;1.77514e+06;1;10.7268;3.83431e+07
193;12245;S;0;87252;87252;3929.02;71.5504;142.325;6.47729e+06;1.75097e+06;1;10.5944;3.7821e+07
194;9334;S;0;57891;57891;3600.47;74.0355;144.378;4.24446e+06;1.67082e+06;1;10.1552;3.60898e+07
195;39;S;33306;0;33306;4706.64;0;146.797;4.9959e+06;1.65469e+06;1;10.0668;3.57412e+07
196;50709;S;0;56644;56644;4199.74;174.782;229.803;3.26777e+06;1.65052e+06;1;10.044;3.56513e+07
197;34675;S;0;76895;76895;4221.43;109.953;177.956;5.52506e+06;1.63772e+06;1;9.9738;3.53747e+07
198;54586;S;0;21031;21031;3061.96;2.60161;76.3986;1.57724e+06;1.63469e+06;1;9.95721;3.53093e+07
199;183;S;38769;0;38769;4101.22;0;147.197;5.81535e+06;1.63169e+06;1;9.94075;3.52444e+07
200;49518;S;0;28056;28056;4833.64;31.9605;102.439;2.09985e+06;1.62577e+06;1;9.90833;3.51166e+07
201;37310;S;0;41922;41922;4946.29;120.063;174.715;2.52068e+06;1.61334e+06;1;9.84021;3.48481e+07
202;17353;S;0;27010;27010;4887.6;91.5493;160.145;1.93209e+06;1.56865e+06;1;9.59535;3.38829e+07
203;368;S;16733;0;16733;5000;0;146.86;2.50995e+06;1.5552e+06;1;9.52164;3.35923e+07
204;18822;S;0;90638;90638;2889.06;161.532;224.872;5.87259e+06;1.54948e+06;1;9.49028;3.34687e+07
205;52055;S;0;22056;22056;5000;12.8088;80.6736;1.65335e+06;1.53979e+06;1;9.43719;3.32594e+07
206;645;S;0;126097;126097;3429.38;103.818;173.764;9.34041e+06;1.53767e+06;1;9.42557;3.32136e+07
207;32548;S;0;75294;75294;2606.09;161.628;228.267;5.14999e+06;1.53493e+06;1;9.41059;3.31545e+07
208;55664;S;0;67434;67434;2985.76;95.3835;164.483;4.79287e+06;1.53256e+06;1;9.3976;3.31033e+07
209;46312;S;0;63452;63452;2908.31;109.788;172.674;4.23584e+06;1.52714e+06;1;9.36789;3.29862e+07
210;33;S;0;32415;32415;5000;0;70.9911;2.43112e+06;1.52345e+06;1;9.34766;3.29065e+07
211;188;S;22996;0;22996;4841.24;0;148.791;3.4494e+06;1.51128e+06;1;9.28098;3.26436e+07
212;6532;S;0;59745;59745;2293.34;49.6667;123.078;4.47864e+06;1.50159e+06;1;9.22787;3.24343e+07
213;51009;S;0;31760;31760;3725.3;81.6639;152.496;2.382e+06;1.49503e+06;1;9.19194;3.22926e+07
214;41232;S;0;123185;123185;5000;155.181;217.633;8.16978e+06;1.48995e+06;1;9.16409;3.21828e+07
215;44740;S;0;78485;78485;3853.21;154.018;207.851;4.4331e+06;1.46063e+06;1;9.00344;3.15495e+07
216;50382;S;0;120644;120644;1617.33;107.243;174.957;8.20777e+06;2.86362e+06;2;17.691;6.18541e+07
217;4594;S;0;85751;85751;1417.49;206.71;276.974;6.06067e+06;1.42494e+06;1;8.80789;3.07787e+07
218;46751;S;0;52998;52998;4444.29;117.707;177.126;3.22816e+06;1.42312e+06;1;8.79794;3.07395e+07
219;3909;S;0;33027;33027;4484.72;65.2156;136.678;2.47702e+06;1.42004e+06;1;8.78105;3.06729e+07
220;192;S;29363;0;29363;2627.34;0;148.487;4.40445e+06;1.39145e+06;1;8.62436;3.00552e+07
221;9;S;78059;0;78059;1506.15;0;149.237;1.17088e+07;1.38681e+06;1;8.59897;2.99552e+07
222;9295;S;0;31094;31094;3944.8;41.2994;111.903;2.32758e+06;1.38274e+06;1;8.57666;2.98672e+07
223;87;S;42817;0;42817;2713.01;0;146.964;6.42255e+06;2.75712e+06;2;17.1075;5.95538e+07
224;27152;S;0;71829;71829;2719.54;135.196;202.563;5.01204e+06;1.36917e+06;1;8.50231;2.95741e+07
225;20643;S;0;27898;27898;4958.8;18.0735;87.9115;2.09235e+06;1.35627e+06;1;8.4316;2.92954e+07
226;35382;S;0;80155;80155;4598.69;180.162;233.211;4.73271e+06;1.34989e+06;1;8.39663;2.91575e+07
227;21649;S;0;37223;37223;3839.01;117.193;180.503;2.50873e+06;1.34533e+06;1;8.37168;2.90592e+07
228;377;S;27942;0;27942;4924.16;0;146.926;4.1913e+06;1.34263e+06;1;8.35688;2.90008e+07
229;13154;S;0;46361;46361;4014.79;100.362;164.465;3.25801e+06;1.3331e+06;1;8.30467;2.8795e+07
230;314;S;0;22614;22614;2225.3;0;83.1799;1.69605e+06;1.33183e+06;1;8.29767;2.87674e+07
231;54856;S;0;26589;26589;3889.62;69.4974;140.079;1.98195e+06;1.26097e+06;1;7.90944;2.7237e+07
232;36608;S;0;29776;29776;4179.54;57.2173;128.777;2.2332e+06;1.25868e+06;1;7.89688;2.71875e+07
233;41350;S;0;85465;85465;3929.02;116.864;187.636;6.26839e+06;1.2377e+06;1;7.7819;2.67343e+07
234;3653;S;0;75796;75796;4754.49;105.94;177.228;5.65619e+06;1.23381e+06;1;7.76061;2.66503e+07
235;90;S;60690;0;60690;3846.06;0;149.426;9.1035e+06;1.23171e+06;1;7.74912;2.6605e+07
236;38;S;139926;0;139926;2715.88;0;148.642;2.09889e+07;1.23141e+06;1;7.74744;2.65984e+07
237;142;S;31662;0;31662;4396.1;0;147.097;4.7493e+06;1.22794e+06;1;7.72844;2.65235e+07
238;2036;S;0;29839;29839;4756.36;8.9152;81.407;2.23792e+06;1.21661e+06;1;7.66637;2.62788e+07
